string,string_code,ref_t,swing_speed,material,gauge_nom,gauce_ac,stretch_40,stretch_51,stretch_62,pre_t,dwell,deflec,change_t,peak_t,peak_trans_force,avg_trans_force,stiffness,static_loss,stabiliz,impact_loss,total_loss,tension_loss,energy_return,sts_cof,stb_cof,spin_pot
Babolat Ballistic Polymono 16,126,40,Medium,Polyester,1.3,1.3,1.8,3.2,3.3,37.37,32.6,30,56.4,93.7,25.6,,287.5,9.75,14.62,0.19,24.5,39.8,91.6,0.085,0.402,4.7
Babolat Ballistic Polymono 16,127,51,Slow,Polyester,1.3,1.3,1.8,3.2,3.3,27.76,35.4,32.2,55.6,83.3,32.3,,201.7,5.23,15.1,0.4,20.7,52.2,79.9,0.085,0.402,4.7
Babolat Ballistic Polymono 16,128,40,Slow,Polyester,1.3,1.3,1.8,3.2,3.3,37.37,34.4,25,44.3,81.8,14,,322.9,9.75,15.39,-0.58,24.5,39.8,97.4,0.085,0.402,4.7
Babolat Ballistic Polymono 16,129,62,Fast,Polyester,1.3,1.3,1.8,3.2,3.3,19.36,37.2,33.9,56.9,76.3,24.8,,250.9,8.07,14.87,0.28,23.2,45.8,88,0.085,0.402,4.7
Babolat Ballistic Polymono 16,130,51,Fast,Polyester,1.3,1.3,1.8,3.2,3.3,36.6,38.5,18,25.8,62.4,23.8,,225.2,5.23,15.03,0.42,20.7,52.1,85.6,0.085,0.402,4.7
Babolat Ballistic Polymono 16,131,62,Medium,Polyester,1.3,1.3,1.8,3.2,3.3,27.78,37,27.1,45.4,73.2,13.5,,280.6,8.07,15.84,-0.64,23.4,45.9,94.5,0.085,0.402,4.7
Babolat Ballistic Polymono 16,132,40,Fast,Polyester,1.3,1.3,1.8,3.2,3.3,19.43,39.5,28.9,46.3,65.9,12.8,,267.5,5.23,15.83,-0.36,20.7,52.2,91.4,0.085,0.402,4.7
Babolat Ballistic Polymono 16,133,62,Slow,Polyester,1.3,1.3,1.8,3.2,3.3,26.81,41.5,19.9,27.3,54.2,35.1,,255.5,9.75,14.62,0.55,24.9,40.4,86.1,0.085,0.402,4.7
Babolat Ballistic Polymono 16,134,51,Medium,Polyester,1.3,1.3,1.8,3.2,3.3,18.63,44.7,21.2,29.8,48.3,33.5,,217.7,8.07,14.89,0.33,23.4,45.9,83,0.085,0.402,4.7
Babolat Conquest 16,135,62,Slow,Nylon,1.3,1.32,7,8.5,9.7,35.85,37.5,27.3,32.4,68.4,21.9,,144,7.23,5.74,0.08,13,32.9,91.2,0.097,0.413,4.3
Babolat Conquest 16,136,40,Fast,Nylon,1.3,1.32,7,8.5,9.7,26.86,45.9,21.8,16.5,43.4,13.7,,198.3,9.35,6.02,0.07,15.4,25,95.6,0.097,0.413,4.3
Babolat Conquest 16,137,51,Fast,Nylon,1.3,1.32,7,8.5,9.7,45.58,32.8,30,44.8,90.4,30.4,,139.4,7.23,5.87,0.15,13.2,33.4,88.4,0.097,0.413,4.3
Babolat Conquest 16,138,62,Medium,Nylon,1.3,1.32,7,8.5,9.7,36.07,41.6,19.5,15.7,51.8,32.2,,174.9,8.38,6.71,0.24,15.4,30.2,90.8,0.097,0.413,4.3
Babolat Conquest 16,139,51,Medium,Nylon,1.3,1.32,7,8.5,9.7,26.72,40.9,30,31.8,58.7,24.4,,206.9,9.35,6.5,0.07,15.9,25.8,94.7,0.097,0.413,4.3
Babolat Conquest 16,140,40,Slow,Nylon,1.3,1.32,7,8.5,9.7,46.37,38,17.8,15.4,61.7,23.3,,176,8.38,6.49,0.08,15,29.5,93.7,0.097,0.413,4.3
Babolat Conquest 16,141,62,Fast,Nylon,1.3,1.32,7,8.5,9.7,26.59,38.3,35.1,42.6,69,11.9,,141.7,7.23,5.6,0.03,12.8,32.4,95.1,0.097,0.413,4.3
Babolat Conquest 16,142,51,Slow,Nylon,1.3,1.32,7,8.5,9.7,35.63,35.3,32.1,44.5,80,33.9,,201.7,9.35,6.81,0.25,16.3,26.6,91.2,0.097,0.413,4.3
Babolat Conquest 16,143,40,Medium,Nylon,1.3,1.32,7,8.5,9.7,45.89,34.7,25.1,32,77.8,12.7,,167.4,8.38,6.27,0.02,14.6,28.9,96.8,0.097,0.413,4.3
Babolat Duralast 16,144,51,Medium,Polyester,1.3,1.31,1.5,2.7,3.9,35.08,33.5,30,54,89.3,22.7,,200.6,5.29,15.68,0.37,21.4,53.8,84.6,NA,NA,NA
Babolat Duralast 16,145,40,Fast,Polyester,1.3,1.31,1.5,2.7,3.9,18.24,45.7,22,28.2,46.5,13.7,,306.3,10.96,16.34,-0.29,26.9,43.8,96.2,NA,NA,NA
Babolat Duralast 16,146,62,Medium,Polyester,1.3,1.31,1.5,2.7,3.9,26.28,42.2,20.1,27.1,53.4,24.1,,230.3,8.14,15.77,0.39,24.3,47.9,89.3,NA,NA,NA
Babolat Duralast 16,147,51,Fast,Polyester,1.3,1.31,1.5,2.7,3.9,18.72,40.9,29.5,42.8,61.5,30.4,,184,5.29,15.7,0.53,21.6,54.2,78.7,NA,NA,NA
Babolat Duralast 16,148,62,Fast,Polyester,1.3,1.31,1.5,2.7,3.9,34.44,39,18.3,25.4,59.8,25,,261.2,10.96,15.74,0.29,26.9,43.7,91,NA,NA,NA
Babolat Duralast 16,149,40,Slow,Polyester,1.3,1.31,1.5,2.7,3.9,26.81,38,27.6,43,69.9,31.7,,207.5,8.14,15.86,0.59,24.5,48.5,83.5,NA,NA,NA
Babolat Duralast 16,150,51,Slow,Polyester,1.3,1.31,1.5,2.7,3.9,18.7,38.7,34.1,52.7,71.2,33.5,,244,10.96,15.7,0.73,27.3,44.4,87.4,NA,NA,NA
Babolat Duralast 16,151,40,Medium,Polyester,1.3,1.31,1.5,2.7,3.9,35.04,35.4,25.8,42.6,77.6,12.8,,237.2,5.29,16.16,-0.08,21.4,53.8,93.3,NA,NA,NA
Babolat Duralast 16,152,62,Slow,Polyester,1.3,1.31,1.5,2.7,3.9,26.72,36.1,32.1,52.5,79.2,13.4,,274.9,8.14,16.3,-0.25,24.3,47.7,94.5,NA,NA,NA
Babolat Duralast 17,153,40,Fast,Polyester,1.25,1.25,1.5,2.4,3.6,28.89,40.6,19.7,26,54.9,23.6,,258.9,7.5,13.85,0.26,21.6,42.6,88.9,NA,NA,NA
Babolat Duralast 17,154,62,Medium,Polyester,1.25,1.25,1.5,2.4,3.6,20.4,39.5,28.1,44.1,64.4,31.5,,194.9,5.2,14.16,0.37,19.6,49.7,82.3,NA,NA,NA
Babolat Duralast 17,155,51,Fast,Polyester,1.25,1.25,1.5,2.4,3.6,38.19,37.7,18,24.3,62.4,24.5,,296,9.39,13.54,0.27,23.2,37.6,92.7,NA,NA,NA
Babolat Duralast 17,156,62,Fast,Polyester,1.25,1.25,1.5,2.4,3.6,29.37,36.6,26,43.2,72.5,32.8,,219.5,7.5,13.87,0.42,21.8,43,84.8,NA,NA,NA
Babolat Duralast 17,157,40,Slow,Polyester,1.25,1.25,1.5,2.4,3.6,20.33,37.2,33.7,54.5,74.7,33.7,,252.6,9.39,13.61,0.59,23.6,38.2,89.7,NA,NA,NA
Babolat Duralast 17,158,51,Slow,Polyester,1.25,1.25,1.5,2.4,3.6,38.81,34.2,24.1,42.3,81.1,13.3,,253.7,5.2,14.51,-0.13,19.6,49.3,92.4,NA,NA,NA
Babolat Duralast 17,159,40,Medium,Polyester,1.25,1.25,1.5,2.4,3.6,29.35,34.8,31.6,53.8,83.1,13.5,,272.6,7.5,14.33,-0.15,21.6,42.7,94.3,NA,NA,NA
Babolat Duralast 17,160,62,Slow,Polyester,1.25,1.25,1.5,2.4,3.6,38.74,32.5,29.3,53.4,92.2,22.6,,227.5,5.2,14.09,0.36,19.6,49.5,86.7,NA,NA,NA
Babolat Duralast 17,161,51,Medium,Polyester,1.25,1.25,1.5,2.4,3.6,19.98,44.2,21.6,29.1,49.2,14,,303.5,9.39,14.16,-0.42,23.2,37.5,95.8,NA,NA,NA
Babolat FiberTour 16,162,40,Slow,Nylon,1.3,1.34,6.7,7.6,8.8,50.41,37,17,13.2,63.7,23.7,,197.7,7.65,4.04,0,11.7,18.9,97,0.123,0.387,3.1
Babolat FiberTour 16,163,62,Fast,Nylon,1.3,1.34,6.7,7.6,8.8,29.39,37.7,34.3,40.8,70.1,32.1,,163.4,7.01,4.42,0.15,11.5,22.8,93.9,0.123,0.387,3.1
Babolat FiberTour 16,164,40,Medium,Nylon,1.3,1.34,6.7,7.6,8.8,39.43,36.9,26.8,29.3,68.8,11.8,,144.6,5.82,4.41,-0.06,10.1,25.6,97,0.123,0.387,3.1
Babolat FiberTour 16,165,51,Slow,Nylon,1.3,1.34,6.7,7.6,8.8,50.05,34.3,24.2,28.4,78.5,33.7,,181.7,7.65,4.21,0.22,12.1,19.6,93.9,0.123,0.387,3.1
Babolat FiberTour 16,166,62,Slow,Nylon,1.3,1.34,6.7,7.6,8.8,39.29,34.8,32,41,80.5,21.8,,145.7,5.82,4.37,0.02,10.1,25.7,94.3,0.123,0.387,3.1
Babolat FiberTour 16,167,40,Fast,Nylon,1.3,1.34,6.7,7.6,8.8,29.46,44.7,21,15.7,45.2,12.8,,165.7,7.01,4.13,0,11,22,97.4,0.123,0.387,3.1
Babolat FiberTour 16,168,51,Medium,Nylon,1.3,1.34,6.7,7.6,8.8,49.88,32.6,30,40.1,90,13.5,,186.9,7.65,3.68,0.09,11.5,18.5,97.4,0.123,0.387,3.1
Babolat FiberTour 16,169,62,Medium,Nylon,1.3,1.34,6.7,7.6,8.8,29.5,40.1,29.1,30.4,60,30.1,,141.2,5.82,4.48,0.15,10.4,26.3,89.3,0.123,0.387,3.1
Babolat FiberTour 16,170,51,Fast,Nylon,1.3,1.34,6.7,7.6,8.8,39.58,40.7,19,14.6,54.2,23.1,,165.7,7.01,4.28,0.05,11.2,22.3,95.8,0.123,0.387,3.1
Babolat Hurricane Feel 16,171,40,Fast,Polyester,1.3,NA,1.5,2.4,2.4,24.61,41.8,20,28.7,53.4,14.4,,317.8,6.88,10.01,-0.24,16.5,27,96.2,0.08,0.379,4.7
Babolat Hurricane Feel 16,172,62,Medium,Polyester,1.3,NA,1.5,2.4,2.4,34.99,38.8,18.2,25.4,60.4,24.8,,272.6,5.87,9.35,0.18,15.4,30.3,92.2,0.08,0.379,4.7
Babolat Hurricane Feel 16,173,51,Fast,Polyester,1.3,NA,1.5,2.4,2.4,25.31,37,27,46.3,71.7,33.8,,235.5,5.12,9.37,0.33,14.8,37.3,86.7,0.08,0.379,4.7
Babolat Hurricane Feel 16,174,62,Fast,Polyester,1.3,NA,1.5,2.4,2.4,44.85,36.2,17.1,22.7,67.5,25.6,,285.8,6.88,9.59,0.13,16.5,26.9,92.4,0.08,0.379,4.7
Babolat Hurricane Feel 16,175,40,Slow,Polyester,1.3,NA,1.5,2.4,2.4,35.5,34.8,25.3,43,78.5,34,,249.7,5.87,9.37,0.35,15.7,30.7,88.4,0.08,0.379,4.7
Babolat Hurricane Feel 16,176,51,Slow,Polyester,1.3,NA,1.5,2.4,2.4,25.2,34.7,32,59.3,84.5,34.3,,272.6,6.88,9.61,0.42,17,27.4,92.9,0.08,0.379,4.7
Babolat Hurricane Feel 16,177,40,Medium,Polyester,1.3,NA,1.5,2.4,2.4,45.27,32.9,23.9,40.4,85.6,13.3,,290.3,5.12,9.96,-0.26,14.8,37.3,93.5,0.08,0.379,4.7
Babolat Hurricane Feel 16,178,62,Slow,Polyester,1.3,NA,1.5,2.4,2.4,35.48,32.9,30,55.3,90.8,13.7,,312,5.87,9.86,-0.27,15.4,30.5,96.4,0.08,0.379,4.7
Babolat Hurricane Feel 16,179,51,Medium,Polyester,1.3,NA,1.5,2.4,2.4,45.25,31.3,28,52.7,97.9,24.2,,257.7,5.12,9.26,0.22,14.6,36.8,90.8,0.08,0.379,4.7
Babolat Hurricane Feel 17,180,51,Slow,Polyester,1.25,1.26,1.8,2.4,3.3,34.95,33.5,30.1,53.4,88.2,13.1,,268.6,5.16,10.61,-0.31,15.4,38.9,93.5,0.085,0.37,4.4
Babolat Hurricane Feel 17,181,40,Medium,Polyester,1.25,1.26,1.8,2.4,3.3,43.59,31.8,28.4,52.3,95.7,13.7,,282.3,5.98,10.34,-0.22,16.1,31.7,97.2,0.085,0.37,4.4
Babolat Hurricane Feel 17,182,62,Slow,Polyester,1.25,1.26,1.8,2.4,3.3,23.92,42.8,20.4,27.6,51.4,23.9,,230.9,5.16,10.12,0.2,15.4,39,89.9,0.085,0.37,4.4
Babolat Hurricane Feel 17,183,51,Medium,Polyester,1.25,1.26,1.8,2.4,3.3,34.4,39.3,18.7,24.3,58.7,14.6,,297.2,6.77,11.99,-0.37,18.3,29.8,95.3,0.085,0.37,4.4
Babolat Hurricane Feel 17,184,40,Fast,Polyester,1.25,1.26,1.8,2.4,3.3,24.41,38.1,27.9,44.3,68.6,24.5,,252.6,5.98,9.9,-0.04,15.9,31.2,91.6,0.085,0.37,4.4
Babolat Hurricane Feel 17,185,62,Medium,Polyester,1.25,1.26,1.8,2.4,3.3,42.98,36.9,17.7,22.9,65.9,32.3,,220.6,5.16,10.14,0.25,15.7,39.2,85.7,0.085,0.37,4.4
Babolat Hurricane Feel 17,186,51,Fast,Polyester,1.25,1.26,1.8,2.4,3.3,34.84,35.5,25.8,41.2,76.1,25.1,,282.3,6.77,11.29,0.11,18.1,29.4,93.9,0.085,0.37,4.4
Babolat Hurricane Feel 17,187,62,Fast,Polyester,1.25,1.26,1.8,2.4,3.3,24.39,35.6,32.1,56,80.5,33.2,,239.5,5.98,9.79,0.4,16.1,31.9,87.6,0.085,0.37,4.4
Babolat Hurricane Feel 17,188,40,Slow,Polyester,1.25,1.26,1.8,2.4,3.3,43.68,33.4,24,39.9,83.8,33.9,,264,6.77,11.38,0.44,18.5,30.1,90.4,0.085,0.37,4.4
Babolat M7 16 (1.30),189,51,Fast,Nylon,1.3,1.26,2.4,4.5,3.3,41.48,34.6,32.2,41,82.5,33.2,16.3,160.6,4.41,4.83,0.27,9.5,18.7,93.1,0.1,0.472,4.7
Babolat Origin 16 (1.30),190,51,Fast,Nylon,1.3,1.26,2.4,4.5,3.3,43.28,33.9,32,42.1,85.3,34.2,16.9,166.9,3.37,4.07,0.19,7.7,15,93.5,0.077,0.429,5.6
Babolat Origin 17,191,40,Fast,Nylon,1.25,NA,4.5,5.5,6.4,52.85,33.7,24.4,30,82.9,35.4,18,192,3.44,5.69,0.2,9.3,15.1,95.1,0.066,0.425,6.4
Babolat Origin 17,192,62,Slow,Nylon,1.25,NA,4.5,5.5,6.4,29.9,44.8,21.7,17.2,47.2,23.5,11.3,156,5.2,4.74,0.05,9.9,25.2,94.7,0.066,0.425,6.4
Babolat Origin 17,193,51,Slow,Nylon,1.25,NA,4.5,5.5,6.4,42.27,36,26.1,31.5,73.9,34,16.5,171.5,3.53,5.07,0.16,8.8,17.3,93.9,0.066,0.425,6.4
Babolat Origin 17,194,62,Medium,Nylon,1.25,NA,4.5,5.5,6.4,52.61,31.8,29.9,42.1,94.8,31.8,14.8,157.7,5.2,4.83,0.11,10.1,25.6,92.4,0.066,0.425,6.4
Babolat Origin 17,195,40,Slow,Nylon,1.25,NA,4.5,5.5,6.4,29.75,39.3,29.6,33.7,63.5,15,7.9,182.3,3.44,5.03,0.04,8.6,13.8,98.4,0.066,0.425,6.4
Babolat Origin 17,196,51,Medium,Nylon,1.25,NA,4.5,5.5,6.4,42.12,33.8,31.9,43,85.1,13.8,7.3,176,3.53,4.57,0,8.2,16,99.4,0.066,0.425,6.4
Babolat Origin 17,197,62,Fast,Nylon,1.25,NA,4.5,5.5,6.4,29.66,36.6,34,45,74.7,25.3,13,204,3.44,5.45,0.02,8.8,14.4,97.6,0.066,0.425,6.4
Babolat Origin 17,198,40,Medium,Nylon,1.25,NA,4.5,5.5,6.4,53.27,37,17.8,14.1,67.5,12.8,6.5,148.6,5.2,4.59,-0.02,9.7,24.6,84.1,0.066,0.425,6.4
Babolat Origin 17,199,51,Fast,Nylon,1.25,NA,4.5,5.5,6.4,42.62,40,19,15.7,58.2,24.1,12.5,187.5,3.53,4.92,0.02,8.4,16.7,97.4,0.066,0.425,6.4
Babolat Pro Hurricane 16,200,51,Medium,Polyester,1.3,1.3,NA,NA,3.9,40.26,34.6,25,38.4,78.7,13.8,,273.7,9.02,13.25,-0.64,21.6,35,98.2,NA,NA,NA
Babolat Pro Hurricane 16,201,40,Medium,Polyester,1.3,1.3,NA,NA,3.9,31.16,34.7,32,51.4,82.5,31.5,,186.9,5.6,12.94,0.36,19,47.6,82.6,NA,NA,NA
Babolat Pro Hurricane 16,202,51,Slow,Polyester,1.3,1.3,NA,NA,3.9,39.47,38.2,18,21.8,61.3,23.8,,226.9,7.85,11.63,0.24,19.6,38.9,92,NA,NA,NA
Babolat Pro Hurricane 16,203,62,Fast,Polyester,1.3,1.3,NA,NA,3.9,21.15,37.2,34,52.9,74.1,22.8,,201.7,5.6,12.92,0.31,18.7,47.4,87.2,NA,NA,NA
Babolat Pro Hurricane 16,204,40,Slow,Polyester,1.3,1.3,NA,NA,3.9,31.24,36.7,26.7,39.9,71.2,13.2,,254.3,7.85,12.26,-0.5,19.6,38.7,88,NA,NA,NA
Babolat Pro Hurricane 16,205,62,Medium,Polyester,1.3,1.3,NA,NA,3.9,21.17,39.6,29,41.7,62.8,33.9,,226.3,9.02,12.54,0.47,22.1,35.7,95.8,NA,NA,NA
Babolat Pro Hurricane 16,206,51,Fast,Polyester,1.3,1.3,NA,NA,3.9,40.18,32.8,30,50.1,90.4,12.4,,230.3,5.6,13.72,-0.53,18.7,47.3,93.5,NA,NA,NA
Babolat Pro Hurricane 16,207,62,Slow,Polyester,1.3,1.3,NA,NA,3.9,30.61,41,19.4,23.6,54.2,24.6,,250.3,9.02,12.46,0.22,21.6,35.1,93.9,NA,NA,NA
Babolat Pro Hurricane 16,208,40,Fast,Polyester,1.3,1.3,NA,NA,3.9,20.37,44.8,21.5,26,46.5,33,,204,7.85,11.71,0.51,20.1,39.6,85.9,NA,NA,NA
Babolat Pro Hurricane 17,209,40,Slow,Polyester,1.25,1.25,2.4,3.6,4.5,30.1,37.5,27,38.1,68.1,32.4,,215.5,8.64,14.45,0.55,23.6,38.3,88.5,0.122,0.374,3.1
Babolat Pro Hurricane 17,210,51,Slow,Polyester,1.25,1.25,2.4,3.6,4.5,20.55,38.3,34,48.7,69.2,12.5,,215.5,5.34,14.2,-0.18,19.4,48.8,92.4,0.122,0.374,3.1
Babolat Pro Hurricane 17,211,40,Medium,Polyester,1.25,1.25,2.4,3.6,4.5,38.74,35.1,25.3,36.8,75.6,13.3,,238.9,7.78,13.26,-0.31,20.7,40.9,94.5,0.122,0.374,3.1
Babolat Pro Hurricane 17,212,62,Slow,Polyester,1.25,1.25,2.4,3.6,4.5,30.01,35.5,32,48.5,78.5,21.6,,185.2,5.34,13.71,0.33,19.4,48.8,87.4,0.122,0.374,3.1
Babolat Pro Hurricane 17,213,51,Medium,Polyester,1.25,1.25,2.4,3.6,4.5,38.65,33.4,30,47.6,86.4,13.3,,266.3,8.64,15.11,-0.62,23.2,37.5,97,0.122,0.374,3.1
Babolat Pro Hurricane 17,214,40,Fast,Polyester,1.25,1.25,2.4,3.6,4.5,20.15,45.2,21.9,25.6,45.6,23,,212,7.78,12.84,0.24,20.9,41.1,92,0.122,0.374,3.1
Babolat Pro Hurricane 17,215,62,Medium,Polyester,1.25,1.25,2.4,3.6,4.5,29.68,41.4,20,23.6,53.1,29.5,,171.5,5.34,13.8,0.42,19.6,49.3,82.3,0.122,0.374,3.1
Babolat Pro Hurricane 17,216,51,Fast,Polyester,1.25,1.25,2.4,3.6,4.5,20.64,40.5,29.1,38.6,59.3,23.9,,234.9,8.64,14.36,0.22,23.2,37.6,92.4,0.122,0.374,3.1
Babolat Pro Hurricane 17,217,62,Fast,Polyester,1.25,1.25,2.4,3.6,4.5,37.99,38.5,18,21.2,59.3,31.4,,192.6,7.78,12.93,0.6,21.4,42,84.6,0.122,0.374,3.1
Babolat Pro Hurricane 18,218,40,Fast,Polyester,1.2,NA,2.4,3,3.9,23.66,44.1,21.5,23.8,47.4,12.9,,241.7,7.65,16.34,-0.53,23.4,38,97,0.12,0.393,3.3
Babolat Pro Hurricane 18,219,62,Medium,Polyester,1.2,NA,2.4,3,3.9,31.95,41,19.9,21.8,53.8,22.7,,210.9,5.69,12.46,0.31,18.5,36.4,91.4,0.12,0.393,3.3
Babolat Pro Hurricane 18,220,51,Fast,Polyester,1.2,NA,2.4,3,3.9,24.14,39.5,28.2,38.6,62.6,30.7,,171.5,5.03,10.63,0.46,16.1,40.6,85.9,0.12,0.393,3.3
Babolat Pro Hurricane 18,221,62,Fast,Polyester,1.2,NA,2.4,3,3.9,37.75,39.1,18.1,19.4,57.3,23.6,,213.2,7.65,15.59,0.29,23.6,38.1,92.2,0.12,0.393,3.3
Babolat Pro Hurricane 18,222,40,Slow,Polyester,1.2,NA,2.4,3,3.9,32.57,37.2,26.4,36.2,68.8,31.6,,185.2,5.69,12.55,0.64,19,37.2,87,0.12,0.393,3.3
Babolat Pro Hurricane 18,223,51,Slow,Polyester,1.2,NA,2.4,3,3.9,24.03,37.2,33.9,48.5,72.5,31.2,,197.2,7.65,15.7,0.66,24,38.9,88.5,0.12,0.393,3.3
Babolat Pro Hurricane 18,224,40,Medium,Polyester,1.2,NA,2.4,3,3.9,38.5,35.7,25.8,34.8,73.4,12.7,,209.7,5.03,11,-0.26,15.7,39.7,91.6,0.12,0.393,3.3
Babolat Pro Hurricane 18,225,62,Slow,Polyester,1.2,NA,2.4,3,3.9,32.48,35.3,32,46.7,79.2,13.3,,224.6,5.69,13.08,-0.42,18.3,36.2,94.5,0.12,0.393,3.3
Babolat Pro Hurricane 18,226,51,Medium,Polyester,1.2,NA,2.4,3,3.9,38.39,33.9,30.2,44.1,82.7,22.1,,197.2,5.03,10.52,0.39,15.9,40.2,91,0.12,0.393,3.3
Babolat Pro Hurricane Tour 16,227,40,Medium,Polyester,1.3,1.32,1.8,2.4,3.6,27.87,36.8,26.7,45,72.8,35.4,,272.6,9.24,12.13,0.35,21.8,35.2,88.9,0.077,0.396,5.1
Babolat Pro Hurricane Tour 16,228,40,Slow,Polyester,1.3,1.32,1.8,2.4,3.6,40.57,33.8,24.1,43.9,84.5,23.2,,234.9,5.6,14.09,0.31,20.1,50.4,86.7,0.077,0.396,5.1
Babolat Pro Hurricane Tour 16,229,51,Slow,Polyester,1.3,1.32,1.8,2.4,3.6,27.85,34.8,32,57.1,84.9,13,,270.9,5.6,14.77,-0.33,20.1,50.5,92.7,0.077,0.396,5.1
Babolat Pro Hurricane Tour 16,230,40,Fast,Polyester,1.3,1.32,1.8,2.4,3.6,40.37,31.9,29.1,56.9,97.2,13.6,,277.7,8.93,14.38,-0.26,22.9,45.4,93.7,0.077,0.396,5.1
Babolat Pro Hurricane Tour 16,231,62,Slow,Polyester,1.3,1.32,1.8,2.4,3.6,20,39.3,28.2,45.9,65.9,32.8,,205.7,5.6,14.11,0.4,20.1,50.7,80.3,0.077,0.396,5.1
Babolat Pro Hurricane Tour 16,232,51,Medium,Polyester,1.3,1.32,1.8,2.4,3.6,19.32,44.3,21.2,29.8,49.2,14,,337.8,9.24,12.44,-0.31,21.4,34.6,96.4,0.077,0.396,5.1
Babolat Pro Hurricane Tour 16,233,62,Medium,Polyester,1.3,1.32,1.8,2.4,3.6,27.41,41.3,19.9,27.1,54.5,24.3,,256.6,8.93,13.92,0.22,23.2,45.5,90.1,0.077,0.396,5.1
Babolat Pro Hurricane Tour 16,234,51,Fast,Polyester,1.3,1.32,1.8,2.4,3.6,19.98,37,33.8,57.8,77.6,25.4,,306.9,9.24,11.93,0.39,21.6,34.9,93.1,0.077,0.396,5.1
Babolat Pro Hurricane Tour 16,235,62,Fast,Polyester,1.3,1.32,1.8,2.4,3.6,40.06,37.4,17.2,24.7,64.8,33.9,,227.5,8.93,13.94,0.51,23.4,46.1,83.9,0.077,0.396,5.1
Babolat Pro Hurricane Tour 17,236,51,Medium,Polyester,1.25,1.29,1.5,3,3.9,18.19,45.1,22,28.4,46.5,22.7,,211.5,5.82,15.46,0.31,21.6,54.4,84.3,0.078,0.402,5.2
Babolat Pro Hurricane Tour 17,237,40,Fast,Polyester,1.25,1.29,1.5,3,3.9,27.96,41.1,20,26.5,54.2,14.3,,309.8,10.21,12.68,-0.4,22.5,36.4,95.8,0.078,0.402,5.2
Babolat Pro Hurricane Tour 17,238,62,Medium,Polyester,1.25,1.29,1.5,3,3.9,18.41,40.5,29.1,43.9,62.4,23.2,,249.2,8,14.28,0.24,22.5,44.4,88,0.078,0.402,5.2
Babolat Pro Hurricane Tour 17,239,51,Fast,Polyester,1.25,1.29,1.5,3,3.9,38.85,37.7,18,24.7,63.5,31.1,,192,5.82,15.44,0.26,21.6,54.2,79.7,0.078,0.402,5.2
Babolat Pro Hurricane Tour 17,240,62,Fast,Polyester,1.25,1.29,1.5,3,3.9,28.44,37.1,26.3,42.3,70.8,24.7,,289.8,10.21,12.19,0.2,22.5,36.6,93.3,0.078,0.402,5.2
Babolat Pro Hurricane Tour 17,241,40,Slow,Polyester,1.25,1.29,1.5,3,3.9,18.43,38.1,34,54.7,73,32.6,,214.9,8,14.28,0.44,22.7,44.8,84.1,0.078,0.402,5.2
Babolat Pro Hurricane Tour 17,242,51,Slow,Polyester,1.25,1.29,1.5,3,3.9,39.34,34.2,24.3,42.1,81.4,34.5,,251.5,10.21,12.3,0.49,22.9,37.3,88.2,0.078,0.402,5.2
Babolat Pro Hurricane Tour 17,243,40,Medium,Polyester,1.25,1.29,1.5,3,3.9,28.44,35,31.8,53.6,82,12.8,,238.9,5.82,15.68,0.04,21.6,54.3,90.1,0.078,0.402,5.2
Babolat Pro Hurricane Tour 17,244,62,Slow,Polyester,1.25,1.29,1.5,3,3.9,39.23,32.5,29.6,54,93.3,13.6,,269.2,8,14.76,-0.22,22.5,44.4,93.5,0.078,0.402,5.2
Babolat Revenge 16,245,51,Slow,Polyester,1.3,NA,1.2,2.4,2.7,21.61,35.1,32,62.6,84.2,35.5,,305.8,8.6,10.76,0.57,19.8,32.3,88.5,NA,NA,NA
Babolat Revenge 16,246,40,Medium,Polyester,1.3,NA,1.2,2.4,2.7,42.4,32.8,23.8,45.9,88.4,13.4,,321.2,5.6,12.83,-0.06,18.3,46.3,91,NA,NA,NA
Babolat Revenge 16,247,62,Slow,Polyester,1.3,NA,1.2,2.4,2.7,32.37,33,30,61.1,93.5,13.8,,350.9,6.62,12.11,-0.09,18.5,36.7,94.3,NA,NA,NA
Babolat Revenge 16,248,51,Medium,Polyester,1.3,NA,1.2,2.4,2.7,42.38,31,28,58.9,101.4,24.2,,273.7,5.6,12.44,0.37,18.5,46.4,87.2,NA,NA,NA
Babolat Revenge 16,249,40,Fast,Polyester,1.3,NA,1.2,2.4,2.7,21.26,42.2,20.1,32,53.1,14.6,,377.8,8.6,11.31,-0.37,19.6,31.6,95.8,NA,NA,NA
Babolat Revenge 16,250,62,Medium,Polyester,1.3,NA,1.2,2.4,2.7,31.99,38.8,18.2,28.7,60.6,25.4,,304,6.62,11.69,0.31,18.5,36.7,90.4,NA,NA,NA
Babolat Revenge 16,251,51,Fast,Polyester,1.3,NA,1.2,2.4,2.7,21.65,37.5,27.2,49.6,71.2,33.7,,248.6,5.6,12.48,0.4,18.5,46.6,81.7,NA,NA,NA
Babolat Revenge 16,252,62,Fast,Polyester,1.3,NA,1.2,2.4,2.7,41.83,36.1,17,26.9,68.8,26.3,,329.8,8.6,10.74,0.24,19.6,31.7,94.3,NA,NA,NA
